,Organization Name,Founders,Founding Date,Closing Date,Industry,Funding,HQ Location,Employees,About/Description,Slug,Crunchbase Img
258,Sprii.com,Sarah Jones,06-Jan-14,Dec-20," E-Commerce, Retail","$14,100,000"," Dubai, Dubai, United Arab Emirates",101-250,Sprii is an online retail platform providing everything for Mums &amp; Kids,https://www.crunchbase.com/organization/mini-exchange,"https://res.cloudinary.com/crunchbase-production/image/upload/c_lpad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_1/v1502947775/snliesmxcyks9el6cyf4.png"
259,360fly,,1998,Dec-19," Consumer Electronics, Software, Video","$59,752,000"," Canonsburg, Pennsylvania, United States",101-250,360fly creates products and software for interactive 360º video experiences.,https://www.crunchbase.com/organization/360fly-inc,"https://res.cloudinary.com/crunchbase-production/image/upload/c_lpad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_1/gjglnogm5nshabgbiwbh"
260,The Curious AI Company," Antti Rasmus, Harri Valpola, Mathias Berglund, Tapani Raiko, Timo Haanpää",2015,," Artificial Intelligence, Machine Learning","$5,898,207"," Helsinki, Southern Finland, Finland",11-50,"Curious AI is a deep tech startup. Building on decades of research, we build future AI components capable of e.g. autonomy and exploration.",https://www.crunchbase.com/organization/the-curious-al-company,"https://res.cloudinary.com/crunchbase-production/image/upload/c_lpad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_1/v1449840826/cqis46nlxvy5bkvj15kh.png"
261,Nimble Collective," Bruce Wilson, Jason Schleifer, Michael Howse, Rex Grignon, Scott LaFleur",2014,," Animation, Cloud Computing, Collaboration, Content, Film Production, Internet, Media and Entertainment, PaaS, Virtual Reality","$17,900,000"," Mountain View, California, United States",11-50,Nimble Collective is a cloud animation platform that revolutionizes the way animation is created.,https://www.crunchbase.com/organization/nimble-collective,"https://res.cloudinary.com/crunchbase-production/image/upload/c_lpad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_1/v1504205368/mho4ihvtuvtjeswfwjrs.png"
262,Pocketmath," Casey Grooms, Eric Tucker, JD Lee",2011,," Advertising, Advertising Platforms, Mobile, Mobile Advertising, Real Time","$20,000,000"," Austin, Texas, United States",51-100,"Pocketmath is the world's largest, self-serve, mobile advertising platform for buying programmatic real-time bidding (RTB) inventory.",https://www.crunchbase.com/organization/pocketmath,"https://res.cloudinary.com/crunchbase-production/image/upload/c_lpad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_1/v1473826563/r07hzndeists6q4sstad.png"
263,Doodhwala," Aakash Agrawal, Ebrahim Akbari",2015,Nov-19," AgTech, E-Commerce, Food Delivery, Organic, Organic Food","$2,350,000"," Bengaluru, Karnataka, India",251-500,Doodhwala develops a mobile-based subscription application designed to offer for milk and household products.,https://www.crunchbase.com/organization/doodhwala,"https://res.cloudinary.com/crunchbase-production/image/upload/c_lpad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_1/d86jhjr5b1btghyjabux"
264,Kettlebell Kitchen," Andrew Lopez-Gallego, Andy Lopez-Gallego, Gregory Grossman, Joseph Lopez-Gallego",Dec-13,," Food and Beverage, Food Delivery, Food Processing, Nutrition, Personal Health","$30,400,000"," New York, New York, United States",251-500,Kettlebell Kitchen is a fitness-focused meal delivery service that aims to enhance the human body and change people's lives through food.,https://www.crunchbase.com/organization/kettlebell-kitchen,"https://res.cloudinary.com/crunchbase-production/image/upload/c_lpad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_1/wzjj0ce0tgqmmt7iczqt"
265,Toymail," Audry Hill, Gauri Nanda",01-Nov-13,," Child Care, Children, Education","$1,620,000"," New York, New York, United States",10-Jan,"Toymail is a connected platform that entertains, educates, and connects children with those they love.",https://www.crunchbase.com/organization/toymail-co-,"https://res.cloudinary.com/crunchbase-production/image/upload/c_lpad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_1/v1487811466/xmkfrlxqaze6hgcqxw7w.png"
266,Accelerate Learning,Reid Whitaker,2013,," E-Learning, EdTech, Education","$10,000,000"," Houston, Texas, United States",11-50,"Online, comprehensive, and hands-on #STEM curriculum for PreK-12 that puts teacher support at its center.",https://www.crunchbase.com/organization/accelerate-learning,"https://res.cloudinary.com/crunchbase-production/image/upload/c_lpad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_1/v1464094230/hpcwy5nbevtitgzrcegy.png"
267,THEON Therapeutics,Nick Davis,2020,," Biotechnology, Life Science, Medical","$10,500,000"," Boston, Massachusetts, United States",11-50,THEON Therapeutics is a patient-focused drug discovery company developing small molecule correctors of RNA pathobiology.,https://www.crunchbase.com/organization/theon-therapeutics,"https://res.cloudinary.com/crunchbase-production/image/upload/c_lpad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_1/fsf7wteqs3qt9ryqbh2e"
268,CGTZ,Zhongkao Jin,Oct-13,," Financial Services, FinTech, Lending, Risk Management","$521,062,626"," Hangzhou, Zhejiang, China",11-50,CGTZ is a fintech platform which provides investment- and loan-related products and services.,https://www.crunchbase.com/organization/cgtz,"https://res.cloudinary.com/crunchbase-production/image/upload/c_lpad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_1/v1442635855/a7nr6s2y2qc6w0kemmnp.png"
269,Semantics3," Govind Chandrasekhar, Vinoth Gopinathan",01-Mar-13,," E-Commerce, Lifestyle, Shopping","$2,150,000"," San Francisco, California, United States",11-50,Semantics3 they are building the world's largest database of product and pricing information.,https://www.crunchbase.com/organization/semantics3,"https://res.cloudinary.com/crunchbase-production/image/upload/c_lpad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_1/v1432224802/xc6vg6uwnmdxybnugowt.png"
270,RedShare," Hao Zhang, Pengqian Ma, Quanda Wan, Yi Huang, Ze Yu",08-Aug-18,," Apps, Digital Media, Electronics, Internet of Things, Sharing Economy","$1,050,000"," New York, New York, United States",10-Jan,RedShare is a New York based company that provides a charge-on-the-go service for smartphones. Mobile App/Payment/Media/B2B2C/FinTech,https://www.crunchbase.com/organization/redshare,"https://res.cloudinary.com/crunchbase-production/image/upload/c_lpad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_1/g2zzf0mfepzuoaz3gvpu"
271,NumberAI," Andy Ruff, Joel Grossman, Tasso Roumeliotis",2016,," Artificial Intelligence, Information Services, Information Technology, Internet, Software","$12,100,000"," Oakland, California, United States",10-Jan,NumberAI develops artificial intelligence software Numa.,https://www.crunchbase.com/organization/numberai,"https://res.cloudinary.com/crunchbase-production/image/upload/c_lpad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_1/dg5at3znh8fefwygnfuy"
272,DUFL," AJ McGowan, Andrea Graziani, Bill Rinehart, Shinji Tsukamoto",01-Feb-15,," Laundry and Dry-cleaning, Shipping, Travel","$8,373,061"," Tempe, Arizona, United States",11-50,"DUFL simplifies business travel by shipping, cleaning and storing your business attire.",https://www.crunchbase.com/organization/dufl,"https://res.cloudinary.com/crunchbase-production/image/upload/c_lpad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_1/v1429831671/usfn8csaso7las17lxbn.png"
273,Sudden Coffee," Joshua Zloof, Kal Freese",Oct-15,," Coffee, E-Commerce, Food and Beverage","$5,020,000"," San Francisco, California, United States",10-Jan,Sudden Coffee is an online site that sells vials of custom instant coffee for their many customers.,https://www.crunchbase.com/organization/sudden-coffee,"https://res.cloudinary.com/crunchbase-production/image/upload/c_lpad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_1/auxd5ixs9sdezzo68kli"
274,BioAmber," Jean-Francois Huc, Nathan Johnson",2008,," Biotechnology, Chemical, GreenTech","$155,551,113"," Plymouth, Minnesota, United States",51-100,BioAmber is a sustainable chemicals&nbsp;firm&nbsp;combining biotechnology and chemical catalysis to convert renewable feedstock into chemicals.,https://www.crunchbase.com/organization/bioamber,"https://res.cloudinary.com/crunchbase-production/image/upload/c_lpad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_1/v1397189209/2830dfe5805fc12a3452290ced042144.jpg"
275,Forefront Capital Management," Anant Jatia, Nalin Moniz, Radhika Gupta",2009,," Financial Services, FinTech, Intellectual Property, Management Information Systems","$100,000,000"," Mumbai, Maharashtra, India",251-500,Forefront is an alternative asset management boutique focused on the Indian markets.,https://www.crunchbase.com/organization/forefront-capital-management,"https://res.cloudinary.com/crunchbase-production/image/upload/c_lpad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_1/v1446714640/o69ddtezzirsmgdxwmq3.png"
276,Shield Bio," Fred Turner, Sam Parlett",04-May-16,," Biotechnology, Genetics, Health Care, Health Diagnostics","$12,100,000"," San Jose, California, United States",11-50,Shield Bio - using ultra-fast sequencing to prevent antibiotic resistance,https://www.crunchbase.com/organization/shieldbio,"https://res.cloudinary.com/crunchbase-production/image/upload/c_lpad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_1/cpgxnrxftmsskq776fyk"
277,Mosaix," Cheng He, Sumang Liu",2015,," Artificial Intelligence, Human Computer Interaction, Internet of Things, Virtual Assistant","$6,510,000"," Palo Alto, California, United States",11-50,"Mosaix develops a branded voice assistant for the localized services, languages, and needs of global footprint.",https://www.crunchbase.com/organization/saymosaic-inc,https://photos.angel.co/startups/i/929944-84a89c7b38e239260e3dfc16f69bed93-medium_jpg.jpg?buster=1549501174
278,Threadflip," Jeff Shiau, Manik Singh",2011,14-Jan-16," E-Commerce, Fashion, Peer to Peer, Shopping","$21,100,000"," San Francisco, California, United States",11-50,"Threadflip is an online destination for selling and buying clothes for women, creating a peer-to-peer shopping experience.",https://www.crunchbase.com/organization/threadflip,"https://res.cloudinary.com/crunchbase-production/image/upload/c_lpad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_1/v1416293900/efnduytc5yabgi8xcmpo.png"
279,Jawbone Health,Hosain Rahman,2017,," Health Care, Information Services, Wellness","$65,426,856"," San Francisco, California, United States",51-100,Jawbone Health helps its users to catch lifestyle diseases early and guide them towards a healthier life.,https://www.crunchbase.com/organization/jawbone-health,"https://res.cloudinary.com/crunchbase-production/image/upload/c_lpad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_1/isnydlsyghr2b2tncepu"
280,AgLocal," Jacob McDaniel, Mike Hsieh, Naithan Jones",02-May-11,," E-Commerce, Food Delivery, Internet, Marketplace, Mobile","$3,800,000"," Mission, Kansas, United States",10-Jan,AgLocal is an e-commerce platform for&nbsp;buying and selling meats&nbsp;of animals that are free of antibiotics or added hormones.,https://www.crunchbase.com/organization/aglocal,"https://res.cloudinary.com/crunchbase-production/image/upload/c_lpad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_1/v1404104955/d1lpxauetvdv5lbpnno0.jpg"
281,Cohera Medical,Eric Beckman,2006,Jul-19," Health Care, Manufacturing, Medical Device","$135,100,709"," Pittsburgh, Pennsylvania, United States",11-50,Cohera Medical develops surgical adhesives and sealants for application and procedures in surgery.,https://www.crunchbase.com/organization/cohera-medical,"https://res.cloudinary.com/crunchbase-production/image/upload/c_lpad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_1/v1397181791/54bd97b96e0103b7aef002a00563ec92.jpg"
282,Terra Motors," Takezaki Koji, Toru Tokushige",2010,," Automotive, Autonomous Vehicles, Electric Vehicle, Manufacturing","$22,240,584"," Tokyo, Tokyo, Japan",51-100,Terra Motors is an electric car manufacturing company that utilizes IoT and digitally connecting EV mobility.,https://www.crunchbase.com/organization/terra-motors,"https://res.cloudinary.com/crunchbase-production/image/upload/c_lpad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_1/v1400129114/rsyqlqgghjw0n6nbvkih.png"
283,Loktra,Akhil Bhiwal,01-Mar-16,01-Apr-20,Food and Beverage,"$744,441",,11-50,Sales Maximisation Platform,https://www.crunchbase.com/organization/loktra,"https://res.cloudinary.com/crunchbase-production/image/upload/c_lpad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_1/l4u3skhvi1oxh9w4mlne"
284,Lesara," Matthias Wilrich, Robin Muller, Roman Kirsch",2013,," E-Commerce, Fashion, Retail","$100,339,200"," Berlin, Berlin, Germany",251-500,"Lesara offers you the newest trends for fashion, lifestyle and home at the best price.",https://www.crunchbase.com/organization/lesara,"https://res.cloudinary.com/crunchbase-production/image/upload/c_lpad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_1/p7dz8ijfj1zhz87agugt"
285,The Credit Junction,Michael Finkelstein,2014,," Financial Services, FinTech, Lending","$225,000,000"," New York, New York, United States",11-50,The Credit Junction is a data-driven asset based lender offering financing solutions.,https://www.crunchbase.com/organization/the-credit-junction,"https://res.cloudinary.com/crunchbase-production/image/upload/c_lpad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_1/v1411735601/jqofabpuoyymerfl9ovm.png"
286,Esgyn," Anoop Sharma, Hong Ding, Ken Holt, Rohit Jain, Weichong Li",15-May-15,," Analytics, Big Data, Business Intelligence, Database, Enterprise Software, Transaction Processing","$53,993,724"," Milpitas, California, United States",101-250,Esgyn’s mission is to empower organizations to deploy new kinds of Big Data solutions.,https://www.crunchbase.com/organization/esgyn,"https://res.cloudinary.com/crunchbase-production/image/upload/c_lpad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_1/v1463993298/yfdsfdudqww3pcqbl0lp.png"
287,Site 1001," Cleve Adams, Eric Hall",2016,2020," Artificial Intelligence, Asset Management, Building Maintenance, Commercial Real Estate, Green Building, Internet of Things, Machine Learning, SaaS, Smart Building, Software","$17,275,000"," Kansas City, Missouri, United States",51-100,Site 1001 is an AI-driven performance and operations platform for smart buildings.,https://www.crunchbase.com/organization/site-1001-inc,"https://res.cloudinary.com/crunchbase-production/image/upload/c_lpad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_1/bhgaednovlpxt01jdexn"
288,DabKick,Balaji Krishnan,2011,," Audio, Image Recognition, Messaging, Mobile, Music, Photography, Private Social Networking, Video, Video Streaming","$950,000"," Cupertino, California, United States",11-50,DabKick is a real-time social entertainment platform that combines live video experiences with patented media sharing technologies.,https://www.crunchbase.com/organization/dabkick,"https://res.cloudinary.com/crunchbase-production/image/upload/c_lpad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_1/v1495574401/kmxsxqyvflfz1fzrxixs.png"
289,Afrimax," Jay Metcalfe, Peter Langkilde",2011,," Internet, Telecommunications","$176,000,000"," Amsterdam, Noord-Holland, The Netherlands",251-500,The Afrimax Group of companies is building the largest portfolio of 4G wireless,https://www.crunchbase.com/organization/afrimax,"https://res.cloudinary.com/crunchbase-production/image/upload/c_lpad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_1/v1442298065/mgz0p5zdgclp9vtc3gil.jpg"
290,Roadstar.ai," Guang Zhou, Liang Heng, Xianqiao Tong",2017,," Artificial Intelligence, Autonomous Vehicles, Internet of Things, Machine Learning, Robotics","$140,000,000"," Shenzhen, Guangdong, China",51-100,"Roadstar.ai empowers cars and trucks with artificial intelligence, so as to make transportation safer, more enjoyable, more efficient.",https://www.crunchbase.com/organization/roadstar-ai,"https://res.cloudinary.com/crunchbase-production/image/upload/c_lpad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_1/ifrasbbkpsyc1j1gtqyg"
291,Increase," Agustin Pagnoni, Matias Doublier, Sebastian Cadenas",01-Jan-14,," E-Commerce, FinTech, Mobile Payments, SaaS","$3,840,000"," Buenos Aires, Distrito Federal, Argentina",11-50,Increase is a world class FinTech company that empowers businesses with a wide group of solutions.,https://www.crunchbase.com/organization/increasecard,"https://res.cloudinary.com/crunchbase-production/image/upload/c_lpad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_1/qkltdbfuoxgsyeaxwqfy"
292,Mode.net," Kevin Tang, Nithin Michael",Oct-14,Sep-20," Cloud Infrastructure, Computer, Enterprise Software, Information Technology, Real Time, Software, Telecommunications","$24,300,000"," San Francisco, California, United States",11-50,"Acquired by VMware.   Mode operates a software-defined core network (SD-CORE), built around a real-time network control breakthrough.",https://www.crunchbase.com/organization/mode,"https://res.cloudinary.com/crunchbase-production/image/upload/c_lpad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_1/zvr4q9x4fdo1akuqljnx"
293,True Zero," Joel Ewanick, Tim Brown",2014,2020," Environmental Consulting, Fuel, Fuel Cell, Renewable Energy","$26,600,000"," Irvine, California, United States",11-50,"True Zero is revolutionizing clean, efficient automotive transportation",https://www.crunchbase.com/organization/true-zero,"https://res.cloudinary.com/crunchbase-production/image/upload/c_lpad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_1/yvvcpkqjbr6y7ykw7yfp"
294,Nova AI," Bryan Pirtle, William Dinkel",Jan-16,," Artificial Intelligence, Business Development, Computer, Machine Learning, Software","$2,180,000"," San Francisco, California, United States",11-50,"Nova puts the power of AI to work for you, enabling a more continuous and more productive sales process.",https://www.crunchbase.com/organization/nova,"https://res.cloudinary.com/crunchbase-production/image/upload/c_lpad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_1/v1456342477/a2xkhenmpp0holh8t7mh.png"
295,Chef'd," Jesse Langley, Kyle Ransford",2013,20-Jul-18," Cooking, Food Delivery","$40,461,000"," El Segundo, California, United States",101-250,"Chef'd is great for anyone who enjoys cooking, wants to save time planning meals &amp; grocery shopping.",https://www.crunchbase.com/organization/chef-d,"https://res.cloudinary.com/crunchbase-production/image/upload/c_lpad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_1/v1418871193/iaaemsateim8e8droqqs.png"
296,Grateful Ventures," Justin Rainbow, Kyle Cox",2014,2020," Internet, Media and Entertainment, News, Publishing","$4,750,000"," Phoenix, Arizona, United States",11-50,Grateful Ventures is a company founded on one thing: good people doing good.,https://www.crunchbase.com/organization/grateful-ventures,"https://res.cloudinary.com/crunchbase-production/image/upload/c_lpad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_1/v1507183740/hfpyfmbg8m3uxiuuj8pz.png"
297,String Labs," Dominic Williams, Tom Ding",2014,," Finance, FinTech","$5,749,999"," Palo Alto, California, United States",11-50,Crypto Protocol Studio / Incubator / Investor in Decentralized Internet,https://www.crunchbase.com/organization/string-labs,"https://res.cloudinary.com/crunchbase-production/image/upload/c_lpad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_1/v1499839322/rnjskfayaiipuqowcjqm.png"
298,Azevtec,,2017,," Autonomous Vehicles, Industrial","$48,618,113"," Golden, Colorado, United States",11-50,A furtive autonomous vehicle startup .,https://www.crunchbase.com/organization/azevtec,"https://res.cloudinary.com/crunchbase-production/image/upload/c_lpad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_1/gmclkttuphcqwx6s5ot3"
299,Zebra Fuel," Reda Bennis, Romain Saint Guilhem",11-Jun-16,," Apps, Automotive, Fuel, Mobile Apps, Oil and Gas","$9,600,000"," London, England, United Kingdom",11-50,Zebra Fuel is a mobile fuel delivery service that delivers fuel into a vehicle directly at a preferred delivery time.,https://www.crunchbase.com/organization/zebra,"https://res.cloudinary.com/crunchbase-production/image/upload/c_lpad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_1/ygm4xlinhzjegrrvwlvc"
300,infiBond," Yaron Coriat, Yoram Kraus",2013,," Artificial Intelligence, Machine Learning, Psychology","$40,000,000"," Tel Aviv, Tel Aviv, Israel",51-100,Infi’s technology enables machines to process emotion and replicate the psychological functioning of the human brain.,https://www.crunchbase.com/organization/infibond,"https://res.cloudinary.com/crunchbase-production/image/upload/c_lpad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_1/xuurseze0outfvo9emj6"
